Generation,Best Eval
0,141.17662230734004
1,72.5312284959263
2,52.630441266401164
3,40.76538660224173
4,21.479943183804885
5,21.479943183804885
6,21.479943183804885
7,21.479943183804885
8,21.479943183804885
9,21.479943183804885
10,21.479943183804885
11,20.03130869399048
12,16.851630729887315
13,16.851630729887315
14,15.58573749652483
15,15.58573749652483
16,14.543076072104343
17,10.47041310746738
18,8.59599780502962
19,5.94678789017715
20,5.94678789017715
21,4.6706070970179345
22,4.6706070970179345
23,4.38902211307748
24,4.38902211307748
25,4.38902211307748
26,3.7743820430710366
27,3.3559506029513715
28,3.3559506029513715
29,3.0664607262616803
30,3.0664607262616803
31,3.0664607262616803
32,3.0664607262616803
33,2.653893529483233
34,2.653893529483233
35,2.653893529483233
36,2.653893529483233
37,2.653893529483233
38,2.448721473325535
39,2.448721473325535
40,2.1078085193930147
41,2.1078085193930147
42,2.1078085193930147
43,2.1078085193930147
44,2.025394198904951
45,2.025394198904951
46,2.025394198904951
47,2.025394198904951
48,2.025394198904951
49,1.684481244972431
50,1.684481244972431
51,1.1529914755706303
52,1.1529914755706303
53,1.0998057066797515
54,1.0998057066797515
55,1.0998057066797515
56,1.0998057066797515
57,1.087226755881739
58,1.007360775891025
59,1.007360775891025
60,0.7112694394273898
61,0.7112694394273898
62,0.7112694394273898
63,0.6455047197384985
64,0.5923189508476198
65,0.5923189508476198
66,0.5923189508476198
67,0.5923189508476198
68,0.5923189508476198
69,0.5923189508476198
70,0.5923189508476198
71,0.5561362641456951
72,0.5561362641456951
73,0.5561362641456951
74,0.5561362641456951
75,0.5561362641456951
76,0.5561362641456951
77,0.5561362641456951
78,0.5561362641456951
79,0.5561362641456951
80,0.5561362641456951
81,0.5561362641456951
82,0.5561362641456951
83,0.5296030897999926
84,0.5296030897999926
85,0.5296030897999926
86,0.5296030897999926
87,0.5296030897999926
88,0.5296030897999926
89,0.5296030897999926
90,0.5296030897999926
91,0.5296030897999926
92,0.4165580415835195
93,0.4165580415835195
94,0.4165580415835195
95,0.4165580415835195
96,0.4165580415835195
97,0.4079743712746405
98,0.4079743712746405
99,0.37230396862449616
100,0.3356752357076058
101,0.3356752357076058
102,0.2545919662438002
103,0.2545919662438002
104,0.2545919662438002
105,0.2545919662438002
106,0.20194376372213793
107,0.20194376372213793
108,0.20194376372213793
109,0.20194376372213793
110,0.20194376372213793
111,0.20194376372213793
112,0.20194376372213793
113,0.1901441850839984
114,0.1901441850839984
115,0.1901441850839984
116,0.1901441850839984
117,0.1901441850839984
118,0.1901441850839984
119,0.1901441850839984
120,0.18774666058979816
121,0.18774666058979816
122,0.18774666058979816
123,0.18774666058979816
124,0.18240333985231208
125,0.18240333985231208
126,0.18240333985231208
127,0.18240333985231208
128,0.18240333985231208
129,0.18240333985231208
130,0.18240333985231208
131,0.18240333985231208
132,0.18240333985231208
133,0.18240333985231208
134,0.18240333985231208
135,0.18240333985231208
136,0.1779682439966436
137,0.1779682439966436
138,0.1779682439966436
139,0.1779682439966436
140,0.1779682439966436
141,0.1779682439966436
142,0.1779682439966436
143,0.1779682439966436
144,0.1779682439966436
145,0.1779682439966436
146,0.1779682439966436
147,0.1779682439966436
148,0.1756131051594995
149,0.16695984641413442
150,0.16695984641413442
151,0.16695984641413442
152,0.16695984641413442
153,0.15580971492912019
154,0.15580971492912019
155,0.15580971492912019
156,0.15580971492912019
157,0.15580971492912019
158,0.15580971492912019
159,0.1546263488218749
160,0.1546263488218749
161,0.1546263488218749
162,0.1546263488218749
163,0.1546263488218749
164,0.1546263488218749
165,0.1546263488218749
166,0.1546263488218749
167,0.13753136535494212
168,0.1251978677626826
169,0.1251978677626826
170,0.1251978677626826
171,0.11465640602064908
172,0.11464234078504465
173,0.11345897467779938
174,0.11345897467779938
175,0.11345897467779938
176,0.11345897467779938
177,0.11345897467779938
178,0.11345897467779938
179,0.11345897467779938
180,0.11345897467779938
181,0.11345897467779938
182,0.11345897467779938
183,0.11345897467779938
184,0.11345897467779938
185,0.11345897467779938
186,0.11345897467779938
187,0.11345897467779938
188,0.10657261906017679
189,0.10657261906017679
190,0.10657261906017679
191,0.10657261906017679
192,0.10657261906017679
193,0.10010334843153555
194,0.10010334843153555
195,0.10010334843153555
196,0.10010334843153555
197,0.10010334843153555
198,0.10010334843153555
199,0.10010334843153555
200,0.10010334843153555
