Iteration,Best Eval
0,383.76734580314877
1,305.2311303206603
2,219.9860184999559
3,164.0811021696701
4,136.84423872336083
5,96.30176218355135
6,64.97650918698042
7,56.324625785574504
8,41.758875465901035
9,38.89684723917755
10,38.89684723917755
11,32.34704542186794
12,31.65440269254875
13,23.458727811943668
14,23.300105778595764
15,20.860057355571705
16,18.383120595104906
17,18.383120595104906
18,18.220298309948216
19,18.220298309948216
20,18.220298309948216
21,12.437548379891515
22,10.937667443512696
23,10.172183701454234
24,8.917476632342094
25,7.673440413745462
26,2.7125497548595954
27,2.7125497548595954
28,2.7125497548595954
29,2.7125497548595954
30,2.7125497548595954
31,1.8996117480487735
32,1.8996117480487735
33,1.8996117480487735
34,1.8996117480487735
35,1.8996117480487735
36,1.8996117480487735
37,1.8996117480487735
38,1.8996117480487735
39,1.8996117480487735
40,1.7304309849312447
41,1.6848965861136327
42,1.6848965861136327
43,1.6651677304766859
44,1.6651677304766859
45,1.6651677304766859
46,1.5782789943227424
47,1.5782789943227424
48,1.5782789943227424
49,1.5782789943227424
50,1.5782789943227424
51,0.9185380133779231
52,0.9185380133779231
53,0.9185380133779231
54,0.9185380133779231
55,0.9185380133779231
56,0.9185380133779231
57,0.9185380133779231
58,0.6618670153859179
59,0.6618670153859179
60,0.6618670153859179
61,0.6618670153859179
62,0.5467176414766246
63,0.5467176414766246
64,0.5467176414766246
65,0.5467176414766246
66,0.5467176414766246
67,0.5467176414766246
68,0.5467176414766246
69,0.4484468974214163
70,0.4458630917458669
71,0.4185495987155888
72,0.4185495987155888
73,0.4185495987155888
74,0.4185495987155888
75,0.4185495987155888
76,0.4185495987155888
77,0.4185495987155888
78,0.4185495987155888
79,0.4185495987155888
80,0.4185495987155888
81,0.4185495987155888
82,0.4185495987155888
83,0.4185495987155888
84,0.4185495987155888
85,0.4185495987155888
86,0.23711363147662373
87,0.22198651979461947
88,0.22198651979461947
89,0.22198651979461947
90,0.22198651979461947
91,0.22198651979461947
92,0.22198651979461947
93,0.18367211895858263
94,0.18367211895858263
95,0.18367211895858263
96,0.18367211895858263
97,0.17804615521815031
98,0.17804615521815031
99,0.17804615521815031
100,0.17804615521815031
101,0.17804615521815031
102,0.13646996751450782
103,0.13646996751450782
104,0.13646996751450782
105,0.13646996751450782
106,0.13646996751450782
107,0.13646996751450782
108,0.13646996751450782
109,0.13646996751450782
110,0.13646996751450782
111,0.11738412937367458
112,0.07147361122014594
113,0.07147361122014594
114,0.07147361122014594
115,0.07147361122014594
116,0.07147361122014594
117,0.07147361122014594
118,0.07147361122014594
119,0.040095057925576674
120,0.040095057925576674
121,0.040095057925576674
122,0.040095057925576674
123,0.040095057925576674
124,0.040095057925576674
125,0.040095057925576674
126,0.040095057925576674
127,0.040095057925576674
128,0.040095057925576674
129,0.040095057925576674
130,0.040095057925576674
131,0.040095057925576674
132,0.040095057925576674
133,0.040095057925576674
134,0.040095057925576674
135,0.040095057925576674
136,0.040095057925576674
137,0.040095057925576674
138,0.040095057925576674
139,0.040095057925576674
140,0.040095057925576674
141,0.040095057925576674
142,0.039670736842361845
143,0.039670736842361845
144,0.021653558439349397
145,0.021653558439349397
146,0.021653558439349397
147,0.021653558439349397
148,0.021653558439349397
149,0.021653558439349397
150,0.021653558439349397
151,0.021653558439349397
152,0.021653558439349397
153,0.021653558439349397
154,0.021653558439349397
155,0.021653558439349397
156,0.021653558439349397
157,0.021653558439349397
158,0.021653558439349397
159,0.021653558439349397
160,0.021653558439349397
161,0.021653558439349397
162,0.021653558439349397
163,0.021653558439349397
164,0.021653558439349397
165,0.021653558439349397
166,0.021653558439349397
167,0.021653558439349397
168,0.021653558439349397
169,0.021653558439349397
170,0.021653558439349397
171,0.021653558439349397
172,0.021653558439349397
173,0.021653558439349397
174,0.021653558439349397
175,0.021653558439349397
176,0.021653558439349397
177,0.021653558439349397
178,0.021653558439349397
179,0.021653558439349397
180,0.021653558439349397
181,0.021653558439349397
182,0.021653558439349397
183,0.021653558439349397
184,0.021653558439349397
185,0.021653558439349397
186,0.021653558439349397
187,0.021653558439349397
188,0.021653558439349397
189,0.021653558439349397
190,0.021653558439349397
191,0.021653558439349397
192,0.021653558439349397
193,0.021653558439349397
194,0.021653558439349397
195,0.021653558439349397
196,0.021653558439349397
197,0.021653558439349397
198,0.021653558439349397
199,0.021653558439349397
200,0.021653558439349397
